baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT2G18160	801.529197085609	0.528483392328845	0.165901532553883	3.18552447462895	0.00144491881472666	0.023011750851455
AT2G18193	739.749609673813	1.12873103973368	0.107169164405338	10.5322370104946	6.13587022650397e-26	9.17595458128105e-24
AT2G18730	1214.9309489421	0.510828579341453	0.0783129823194465	6.52291055980644	6.89559860693443e-11	4.41947088832277e-09
AT2G19210	11.5473390174613	2.45428950136739	0.782989183433875	3.13451265138028	0.00172139830901789	0.0261697222378884
AT2G19410	55.0723963002585	3.53957183134059	0.422410539420505	8.37945908309117	5.31714958729305e-17	4.87467026946353e-15
AT2G20030	108.710532687328	2.56759130347477	0.267057767315116	9.61436669409853	6.95359298232882e-22	8.19125483940702e-20
AT2G20560	323.272510954111	0.531975664385824	0.150617007135577	3.53197606633471	0.000412466684831768	0.00814306535730318
AT2G20800	72.5643523795301	1.62831581175374	0.299976779081104	5.42813952713817	5.69445167526818e-08	2.56019633314936e-06
AT2G20825	31.5672887650115	2.39370773688761	0.463416093031827	5.16535306580994	2.39985488929182e-07	1.01004671049116e-05
AT2G21020	229.080548123908	0.977785711310629	0.17740506747463	5.51159966978091	3.55586972273355e-08	1.64067984624857e-06
AT2G21540	303.61333119371	0.787354368144107	0.156161255719794	5.04193158869629	4.60856057869387e-07	1.81637585723998e-05
AT2G21840	795.311844381275	0.511852353857983	0.108904121509024	4.70002738891356	2.60126600510948e-06	9.0512037926961e-05
AT2G21940	399.384637227312	0.554290123083219	0.137900910836248	4.01948123273398	5.83264274230096e-05	0.00149984274224583
AT2G22250	1827.67981287766	1.07170857234702	0.0747512966251579	14.3369897343872	1.2850986623419e-46	3.30458419440748e-44
AT2G23170	105.328158516372	0.935241764388552	0.289462053012218	3.23096500786953	0.00123373042637837	0.0200573938092631
AT2G23760	245.237810639859	0.925513689241946	0.165743824418625	5.58400104793253	2.35047287056574e-08	1.11375440334268e-06
AT2G23960	170.635887610518	0.544763194329747	0.188850495033526	2.88462677438593	0.00391877941838759	0.0493321688454452
AT2G24762	370.44437605569	0.600674929643185	0.183587707084297	3.27186901118263	0.0010683906321291	0.0177688791039517
AT2G25940	204.888441237086	0.518955843380727	0.166382824192457	3.11904696833638	0.00181437036517843	0.0272685769922682
AT2G27285	403.877005726911	0.514523880413144	0.177451280103644	2.8995219426573	0.00373732185115247	0.0477028865335358
AT2G27920	540.106369629845	1.09277305699031	0.109356792392205	9.99273143520081	1.63999246536576e-23	2.14788081519891e-21
AT2G28160	1937.73779047451	2.09069820363266	0.0882278176645494	23.6965875273227	3.90995518600091e-124	2.74817716840051e-121
AT2G28700	61.1105259480329	1.16045886636526	0.302845064585152	3.83185662264267	0.000127179853519298	0.00295342994637436
AT2G28710	54.9685031766299	1.42378197449346	0.333154657346002	4.27363671225754	1.92310278702041e-05	0.000559317867132584
AT2G28990	308.896716764766	1.22042170733717	0.322044211456782	3.78960920246488	0.000150884470644236	0.00343951345730202
AT2G29995	564.233544346292	1.68171329323361	0.11776733050619	14.2799644519854	2.91750223674608e-46	7.41186170650937e-44
AT2G30360	771.059513337814	0.954392296877078	0.106259618076109	8.98170268401953	2.66608443838977e-19	2.74229543745789e-17
AT2G30362	111.68178198094	1.22003188259963	0.274032001635524	4.45215111854833	8.50142990773784e-06	0.000269971613003855
AT2G30490	16214.4434138154	0.648957585659712	0.0638797135297907	10.1590559788135	3.01986174240723e-24	4.16188266015678e-22
AT2G30550	276.707241128143	0.540414209335745	0.161247778854368	3.35145211410214	0.000803889405747675	0.0140553996762815
AT2G30660	115.11603774023	3.35608347199863	0.306110770782504	10.9636242573874	5.71632915414266e-28	9.4167591050197e-26
AT2G30670	126.192667332245	1.6682274553144	0.284851794312655	5.85647515171819	4.72794289338874e-09	2.41974281189308e-07
AT2G30766	114.326318848216	4.08766832032474	0.340032353020536	12.0214099747087	2.74251307721157e-33	5.5074886424841e-31
AT2G30840	401.666872266385	0.636976743687943	0.140742344488546	4.52583581723537	6.01572710952689e-06	0.000196968356881186
AT2G31350	741.644691187748	0.860908646685233	0.144891498246726	5.94174714943764	2.82000164232332e-09	1.49028958972505e-07
AT2G31860	59.6677347746966	1.6831539734835	0.360576575622011	4.66795151787103	3.04217660564751e-06	0.000105159567060137
AT2G32487	35.1887381340563	1.49464549531087	0.415796598229847	3.59465541967866	0.000324821195566383	0.00663037727948959
AT2G32720	1067.73219916691	0.93503695395061	0.116642036563986	8.01629482384494	1.08982735256708e-15	9.41807358861863e-14
AT2G32960	445.70184819174	1.06197922486357	0.177293517003333	5.98994956394036	2.09906122744381e-09	1.1407423979866e-07
AT2G33020	36.1216672186754	2.3905748486783	0.478361967512876	4.99741829624855	5.81029434096629e-07	2.26044034084161e-05
AT2G34390	309.93157399409	1.63945119127672	0.152415199620603	10.7564809504413	5.5239480387763e-27	8.6923856974356e-25
AT2G34910	259.214392768274	0.736583651050948	0.167866577599838	4.3879112899223	1.144444338509e-05	0.000352803411137439
AT2G35000	277.86872007027	0.812407457647581	0.160515484742721	5.06124040898442	4.16537588584398e-07	1.65719086658314e-05
AT2G35270	457.812581530925	0.662750316708835	0.122189064450937	5.42397406582116	5.82883425495909e-08	2.61503827872484e-06
AT2G35850	72.7269281800291	6.08298319677977	0.655404769978415	9.28126171095781	1.67483363224468e-20	1.84898125494824e-18
AT2G36255	25.7143210205081	3.04521625384629	0.746005173618471	4.08203101203116	4.46438377640263e-05	0.00118410058250599
AT2G36880	20387.909903152	0.869710927780852	0.0888018439516119	9.79383860829238	1.19664659891689e-22	1.50193393956914e-20
AT2G37040	8560.16485208924	1.35525462900052	0.0856163277556942	15.8293945153515	1.95089456884832e-56	6.04949454099053e-54
AT2G38823	34.2784226836455	2.3386836575536	0.452858228532982	5.16427329835583	2.41374814665096e-07	1.01387038685821e-05
AT2G39200	1129.29044486993	0.912345741460041	0.101602236495788	8.9795832545267	2.71794264493321e-19	2.76862505367448e-17
AT2G39510	521.260326401022	0.533626200558606	0.172127537395291	3.10017913829287	0.00193403632659038	0.0286786849384563
AT2G39518	159.940924675165	0.811143436850832	0.200195214428271	4.05176237187959	5.08332794992614e-05	0.00132657244000177
AT2G40095	374.972611237072	0.83059603377768	0.180216639289585	4.60887539048501	4.04852872827919e-06	0.000138134752046108
AT2G40890	3729.37504619762	0.818037111633298	0.09526516473387	8.5869490061613	8.93092497079269e-18	8.71840203398772e-16
AT2G41120	45.1132324083865	1.09908452732556	0.359505375305801	3.05721305666336	0.00223405421774071	0.0321770951060659
AT2G41240	819.577717151155	8.45295837931048	0.415171317237427	20.360169473067	3.77276534821552e-92	1.80801204846529e-89
AT2G41730	34.5932144879058	1.54972311034089	0.41503732949398	3.73393668523826	0.000188509902625094	0.00414485902685374
